age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
54,technician,married,secondary,no,1938,no,yes,cellular,28,July,3,-1,0,unknown,yes
54,retired,single,secondary,no,129,no,yes,cellular,28,July,2,-1,0,unknown,yes
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,July,4,-1,0,unknown,yes
40,self-employed,single,tertiary,no,1616,no,no,telephone,28,July,7,-1,0,unknown,yes
40,services,married,secondary,no,473,yes,no,cellular,28,July,3,-1,0,unknown,yes
32,blue-collar,single,secondary,no,799,no,yes,cellular,23,July,6,-1,0,unknown,yes
55,technician,married,secondary,no,3899,yes,no,telephone,28,July,4,-1,0,unknown,yes
52,blue-collar,married,secondary,no,1027,no,no,cellular,23,July,1,-1,0,unknown,no
27,technician,single,tertiary,no,372,yes,yes,cellular,25,July,2,-1,0,unknown,yes
27,technician,single,secondary,no,3933,no,no,cellular,28,July,3,-1,0,unknown,yes
43,admin.,married,secondary,no,2682,no,no,cellular,30,July,8,-1,0,unknown,no
35,management,married,tertiary,no,2682,yes,no,cellular,9,July,1,-1,0,unknown,no
53,housemaid,married,primary,no,362,no,no,cellular,28,July,2,-1,0,unknown,yes
35,services,single,secondary,no,1742,yes,no,cellular,31,July,2,-1,0,unknown,no
48,housemaid,married,secondary,no,513,no,yes,cellular,28,July,3,-1,0,unknown,yes
35,self-employed,married,secondary,no,5613,yes,no,cellular,28,July,3,-1,0,unknown,yes
31,management,married,tertiary,no,0,yes,yes,cellular,28,July,8,-1,0,unknown,yes
48,management,married,secondary,no,268,yes,no,cellular,28,July,7,-1,0,unknown,yes
43,admin.,married,secondary,no,59,yes,no,cellular,15,July,3,-1,0,unknown,no
39,blue-collar,married,tertiary,no,597,no,no,cellular,16,July,6,-1,0,unknown,yes
48,admin.,married,secondary,no,292,yes,yes,cellular,29,July,6,-1,0,unknown,no
39,management,single,tertiary,no,2258,yes,no,cellular,31,July,2,-1,0,unknown,no
36,admin.,married,secondary,no,212,yes,yes,cellular,23,July,6,-1,0,unknown,yes
51,admin.,single,secondary,no,895,no,no,cellular,23,July,2,-1,0,unknown,yes
45,admin.,married,secondary,no,524,yes,no,cellular,23,July,1,-1,0,unknown,yes
27,technician,married,secondary,no,-392,yes,no,cellular,23,July,2,-1,0,unknown,yes
50,entrepreneur,married,tertiary,no,-168,yes,no,cellular,23,July,2,-1,0,unknown,yes
47,technician,single,secondary,no,1101,yes,no,cellular,23,July,3,-1,0,unknown,yes
32,blue-collar,married,secondary,no,476,yes,no,cellular,23,July,9,-1,0,unknown,yes
32,management,single,secondary,no,131,yes,yes,cellular,23,July,2,-1,0,unknown,yes
42,entrepreneur,married,secondary,no,324,yes,no,cellular,15,July,3,-1,0,unknown,no
33,services,divorced,secondary,no,44,no,yes,cellular,23,July,1,-1,0,unknown,yes
28,technician,single,tertiary,no,-123,no,yes,cellular,23,July,1,-1,0,unknown,yes
25,blue-collar,single,secondary,no,-247,yes,no,cellular,23,July,1,-1,0,unknown,yes
46,management,divorced,tertiary,no,2166,yes,no,cellular,23,July,1,-1,0,unknown,yes
25,management,married,secondary,no,2228,yes,no,cellular,23,July,1,-1,0,unknown,yes
37,admin.,married,secondary,no,1110,yes,no,telephone,22,July,11,-1,0,unknown,yes
56,blue-collar,married,primary,no,0,yes,no,cellular,17,July,1,-1,0,unknown,no
25,admin.,married,unknown,no,349,yes,no,cellular,22,July,8,-1,0,unknown,yes
51,self-employed,married,secondary,no,95,yes,no,cellular,23,July,4,-1,0,unknown,yes
33,services,single,tertiary,no,395,yes,no,cellular,23,July,6,-1,0,unknown,yes
59,technician,married,secondary,no,135,yes,yes,cellular,23,July,4,-1,0,unknown,yes
38,entrepreneur,married,tertiary,no,0,no,no,cellular,23,July,2,-1,0,unknown,yes
53,management,married,tertiary,no,1348,no,yes,cellular,17,July,3,-1,0,unknown,no
54,retired,married,secondary,no,1371,no,no,telephone,25,July,2,-1,0,unknown,yes
28,unemployed,single,tertiary,no,497,yes,no,cellular,24,July,6,-1,0,unknown,yes
25,services,married,secondary,no,0,yes,no,cellular,24,July,9,-1,0,unknown,yes
49,technician,divorced,secondary,no,305,no,no,cellular,24,July,2,-1,0,unknown,yes
28,services,single,secondary,no,340,yes,no,cellular,24,July,2,-1,0,unknown,yes
31,blue-collar,married,primary,no,33,yes,no,cellular,24,July,2,-1,0,unknown,yes
45,admin.,divorced,secondary,no,59,yes,no,cellular,24,July,8,-1,0,unknown,yes
28,technician,single,tertiary,no,1628,yes,no,cellular,25,July,2,-1,0,unknown,yes
25,student,single,secondary,no,1747,yes,no,cellular,24,July,1,-1,0,unknown,yes
41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,July,1,-1,0,unknown,yes
28,admin.,single,secondary,no,2,yes,no,cellular,24,July,1,-1,0,unknown,yes
31,management,married,tertiary,no,1224,yes,yes,cellular,24,July,2,-1,0,unknown,yes
34,services,married,secondary,no,-451,yes,yes,cellular,23,July,1,-1,0,unknown,no
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,July,24,-1,0,unknown,yes
41,entrepreneur,single,secondary,no,663,no,no,cellular,24,July,1,-1,0,unknown,yes
51,blue-collar,married,primary,no,603,yes,no,cellular,24,July,2,-1,0,unknown,yes
40,services,married,secondary,no,471,yes,no,cellular,24,July,4,-1,0,unknown,yes
33,management,divorced,tertiary,no,990,yes,no,cellular,24,July,2,-1,0,unknown,yes
31,management,single,secondary,no,202,yes,no,cellular,8,July,1,62,1,failure,yes
34,technician,married,secondary,no,0,no,no,cellular,9,July,1,-1,0,unknown,no
29,services,married,secondary,no,19,yes,no,cellular,29,July,6,-1,0,unknown,no
55,unemployed,married,secondary,no,-246,no,yes,cellular,8,July,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,2093,no,no,cellular,7,July,1,-1,0,unknown,no
26,admin.,single,secondary,yes,0,yes,no,cellular,16,July,2,-1,0,unknown,no
54,management,married,tertiary,no,0,yes,no,cellular,24,July,2,-1,0,unknown,no
28,management,single,tertiary,no,882,no,yes,cellular,8,July,2,-1,0,unknown,no
25,management,single,secondary,no,1272,yes,no,cellular,24,July,2,-1,0,unknown,no
35,management,married,tertiary,no,-196,yes,no,cellular,22,July,2,-1,0,unknown,no
48,blue-collar,married,primary,no,816,yes,no,cellular,31,July,7,-1,0,unknown,no
40,admin.,divorced,secondary,no,274,yes,yes,cellular,25,July,4,-1,0,unknown,no
54,retired,married,primary,no,0,yes,no,cellular,11,July,2,-1,0,unknown,no
38,technician,married,secondary,no,0,yes,yes,cellular,15,July,4,-1,0,unknown,no
36,management,married,tertiary,no,909,yes,yes,cellular,25,July,3,-1,0,unknown,no
51,technician,married,secondary,no,564,no,yes,cellular,8,July,2,-1,0,unknown,no
37,blue-collar,married,primary,no,89,no,yes,telephone,8,July,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,2071,no,yes,telephone,22,July,2,-1,0,unknown,no
35,services,married,secondary,no,819,yes,no,telephone,14,July,14,-1,0,unknown,no
53,blue-collar,married,secondary,no,913,yes,no,cellular,23,July,1,-1,0,unknown,no
37,technician,single,secondary,no,-59,yes,no,cellular,22,July,1,-1,0,unknown,no
33,technician,single,secondary,no,0,no,no,unknown,3,July,2,-1,0,unknown,no
41,unknown,married,unknown,no,779,no,no,cellular,30,July,10,-1,0,unknown,no
29,blue-collar,married,secondary,no,0,no,no,cellular,10,July,1,-1,0,unknown,no
41,technician,married,secondary,no,978,no,no,cellular,29,July,2,-1,0,unknown,no
58,housemaid,married,primary,no,1310,yes,yes,cellular,22,July,2,-1,0,unknown,no
29,self-employed,single,tertiary,no,162,no,yes,cellular,25,July,1,-1,0,unknown,no
31,entrepreneur,single,secondary,no,131,yes,no,cellular,21,July,1,-1,0,unknown,no
48,blue-collar,married,primary,no,51,no,yes,telephone,9,July,1,-1,0,unknown,no
41,technician,married,secondary,no,201,no,yes,cellular,14,July,8,-1,0,unknown,no
60,retired,divorced,tertiary,no,380,no,no,cellular,21,July,1,-1,0,unknown,no
44,technician,married,tertiary,no,964,no,no,cellular,29,July,2,-1,0,unknown,no
51,management,married,tertiary,no,-15,no,no,cellular,25,July,2,-1,0,unknown,no
43,services,married,secondary,no,1220,no,no,cellular,28,July,2,-1,0,unknown,no
30,admin.,single,secondary,no,2702,yes,no,cellular,24,July,2,-1,0,unknown,no
34,self-employed,married,tertiary,no,1972,yes,no,cellular,23,July,2,-1,0,unknown,no
27,admin.,single,secondary,no,15,no,yes,cellular,21,July,1,-1,0,unknown,no
41,technician,married,unknown,no,30,yes,no,cellular,10,July,1,-1,0,unknown,no
46,unemployed,divorced,secondary,no,0,no,no,cellular,30,July,3,-1,0,unknown,no
60,management,divorced,primary,no,21,no,yes,telephone,14,July,3,-1,0,unknown,no
25,services,single,secondary,no,111,no,yes,cellular,7,July,1,-1,0,unknown,no
57,entrepreneur,married,unknown,no,975,yes,yes,cellular,22,July,4,-1,0,unknown,no
44,blue-collar,married,primary,no,2,no,yes,telephone,7,July,2,-1,0,unknown,no
58,admin.,married,secondary,no,1813,yes,no,telephone,17,July,1,-1,0,unknown,no
38,housemaid,married,secondary,no,0,yes,no,cellular,23,July,1,-1,0,unknown,no
38,admin.,married,secondary,no,47,yes,yes,cellular,31,July,11,-1,0,unknown,no
46,services,married,secondary,no,-119,yes,no,cellular,22,July,3,-1,0,unknown,no
42,services,married,secondary,no,1301,yes,no,cellular,21,July,6,-1,0,unknown,no
40,management,married,tertiary,no,423,yes,no,cellular,30,July,24,-1,0,unknown,no
36,blue-collar,married,secondary,no,2894,yes,no,cellular,17,July,1,-1,0,unknown,no
41,technician,married,secondary,no,10438,yes,no,telephone,15,July,4,-1,0,unknown,no
52,unemployed,married,tertiary,no,2133,no,yes,cellular,18,July,1,-1,0,unknown,no
45,admin.,divorced,unknown,no,857,no,no,telephone,8,July,7,-1,0,unknown,no
34,blue-collar,married,secondary,no,1682,yes,yes,cellular,28,July,3,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,60,no,yes,unknown,4,July,3,-1,0,unknown,no
49,technician,divorced,secondary,no,2677,yes,yes,cellular,31,July,3,-1,0,unknown,no
57,entrepreneur,married,secondary,yes,-525,no,yes,cellular,25,July,1,-1,0,unknown,no
55,unemployed,married,primary,no,1221,no,yes,cellular,8,July,1,-1,0,unknown,no
32,admin.,married,secondary,no,-1,no,no,cellular,8,July,2,-1,0,unknown,no
40,services,married,secondary,no,105,yes,no,cellular,9,July,1,-1,0,unknown,no
51,admin.,divorced,secondary,no,520,no,yes,cellular,10,July,1,-1,0,unknown,no
36,management,married,tertiary,no,4,no,yes,cellular,29,July,6,-1,0,unknown,no
53,technician,married,tertiary,no,2557,no,no,cellular,29,July,4,182,7,success,no
34,housemaid,divorced,primary,no,46,yes,no,telephone,11,July,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,39,no,no,cellular,31,July,7,-1,0,unknown,no
27,admin.,married,secondary,no,941,yes,no,cellular,11,July,1,-1,0,unknown,no
54,blue-collar,married,primary,no,532,no,no,telephone,31,July,2,-1,0,unknown,no
44,admin.,married,secondary,no,262,yes,no,cellular,9,July,1,-1,0,unknown,no
60,retired,married,secondary,no,194,no,yes,cellular,30,July,5,-1,0,unknown,no
54,self-employed,married,primary,no,0,no,yes,telephone,9,July,2,-1,0,unknown,no
60,admin.,married,primary,no,-444,no,yes,cellular,16,July,1,-1,0,unknown,no
49,technician,married,tertiary,no,503,no,no,unknown,1,July,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,892,yes,no,cellular,29,July,22,-1,0,unknown,no
58,technician,divorced,secondary,no,-354,yes,yes,cellular,7,July,1,-1,0,unknown,no
52,entrepreneur,divorced,secondary,no,7,no,no,cellular,24,July,5,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,yes,cellular,25,July,4,-1,0,unknown,no
43,housemaid,married,secondary,no,150,no,no,telephone,28,July,7,-1,0,unknown,no
57,technician,married,secondary,no,458,no,yes,cellular,15,July,3,-1,0,unknown,no
56,admin.,married,secondary,no,105,no,no,telephone,15,July,2,-1,0,unknown,no
69,services,married,unknown,no,23592,no,no,cellular,3,July,3,-1,0,unknown,no
47,housemaid,divorced,primary,no,61,no,no,cellular,29,July,5,-1,0,unknown,no
47,blue-collar,married,secondary,no,125,no,no,cellular,8,July,2,-1,0,unknown,no
59,blue-collar,married,primary,no,625,no,no,cellular,9,July,1,-1,0,unknown,no
45,services,married,secondary,no,0,no,no,cellular,11,July,2,-1,0,unknown,no
51,management,divorced,tertiary,no,-2282,yes,yes,cellular,14,July,6,-1,0,unknown,no
36,technician,single,secondary,no,301,yes,yes,cellular,29,July,1,-1,0,unknown,no
55,entrepreneur,married,secondary,no,814,no,yes,cellular,28,July,12,-1,0,unknown,no
42,management,married,secondary,no,372,yes,no,telephone,31,July,8,-1,0,unknown,no
26,admin.,married,secondary,no,2469,no,no,cellular,16,July,8,-1,0,unknown,no
45,management,married,tertiary,no,210,yes,no,cellular,21,July,1,-1,0,unknown,no
50,admin.,single,secondary,no,167,no,yes,cellular,28,July,3,-1,0,unknown,no
28,blue-collar,single,primary,no,-30,yes,no,cellular,31,July,5,-1,0,unknown,no
36,admin.,single,secondary,no,1328,no,no,cellular,30,July,9,-1,0,unknown,no
34,management,married,tertiary,no,161,yes,no,cellular,11,July,1,-1,0,unknown,no
47,management,married,primary,no,2793,yes,no,telephone,25,July,4,-1,0,unknown,no
40,management,married,secondary,no,4025,yes,no,cellular,15,July,4,-1,0,unknown,no
21,student,single,tertiary,no,1258,no,no,cellular,7,July,1,-1,0,unknown,no
37,services,single,secondary,no,54,yes,no,cellular,10,July,1,-1,0,unknown,no
53,management,married,tertiary,no,5261,no,yes,cellular,25,July,3,-1,0,unknown,no
39,services,divorced,secondary,no,282,yes,no,cellular,17,July,1,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,14,July,2,-1,0,unknown,no
34,management,married,tertiary,no,0,yes,yes,cellular,10,July,1,-1,0,unknown,no
38,management,married,secondary,no,93,no,no,unknown,3,July,2,-1,0,unknown,no
58,retired,married,secondary,no,35,no,no,cellular,29,July,7,-1,0,unknown,no
34,admin.,married,secondary,no,804,yes,no,cellular,23,July,9,-1,0,unknown,no
60,blue-collar,married,secondary,no,19447,yes,no,telephone,9,July,1,-1,0,unknown,no
49,housemaid,married,primary,no,0,yes,no,cellular,25,July,3,-1,0,unknown,no
41,management,divorced,tertiary,no,4567,yes,yes,cellular,16,July,1,-1,0,unknown,no
26,blue-collar,married,primary,no,399,yes,no,cellular,22,July,2,-1,0,unknown,no
42,services,single,unknown,no,974,no,no,cellular,30,July,2,-1,0,unknown,no
49,management,married,tertiary,yes,-6847,no,yes,cellular,21,July,1,-1,0,unknown,no
31,management,single,tertiary,no,2983,yes,no,cellular,2,July,1,-1,0,unknown,no
30,services,single,secondary,no,268,no,no,unknown,24,July,1,-1,0,unknown,no
46,self-employed,married,secondary,no,567,no,no,cellular,18,July,10,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,219,yes,yes,cellular,28,July,4,-1,0,unknown,no
49,retired,married,primary,no,-37,no,no,unknown,4,July,2,-1,0,unknown,no
44,management,married,tertiary,no,58,yes,no,cellular,14,July,3,-1,0,unknown,no
38,admin.,divorced,secondary,yes,0,no,yes,cellular,21,July,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,yes,yes,cellular,31,July,43,-1,0,unknown,no
31,management,married,tertiary,no,1164,yes,yes,cellular,18,July,3,-1,0,unknown,no
35,blue-collar,married,unknown,no,1084,yes,no,cellular,10,July,1,-1,0,unknown,no
34,admin.,married,secondary,no,2378,yes,yes,telephone,10,July,1,-1,0,unknown,no
46,management,married,secondary,no,10,yes,no,cellular,29,July,7,-1,0,unknown,no
50,management,married,tertiary,no,453,no,yes,unknown,4,July,1,-1,0,unknown,no
47,blue-collar,married,primary,no,3038,yes,no,cellular,14,July,2,-1,0,unknown,no
30,services,single,secondary,no,245,no,yes,cellular,8,July,2,-1,0,unknown,no
36,housemaid,married,primary,no,4324,yes,no,cellular,14,July,4,-1,0,unknown,no
44,admin.,single,secondary,no,4492,no,yes,cellular,31,July,13,-1,0,unknown,no
36,admin.,married,secondary,no,898,no,no,cellular,15,July,5,-1,0,unknown,no
42,admin.,divorced,secondary,no,-249,yes,no,cellular,14,July,3,-1,0,unknown,no
40,management,married,tertiary,yes,0,no,no,cellular,28,July,5,-1,0,unknown,no
50,management,divorced,tertiary,no,201,yes,no,cellular,24,July,1,-1,0,unknown,no
40,blue-collar,married,primary,no,0,no,no,cellular,24,July,1,-1,0,unknown,no
36,management,divorced,tertiary,no,649,no,no,cellular,16,July,2,91,1,failure,no
37,management,married,tertiary,no,6014,yes,no,cellular,15,July,6,-1,0,unknown,no
44,blue-collar,married,secondary,no,701,no,yes,unknown,3,July,2,-1,0,unknown,no
53,unemployed,single,secondary,no,4,no,no,cellular,30,July,3,-1,0,unknown,no
38,admin.,divorced,secondary,no,0,yes,no,cellular,21,July,1,-1,0,unknown,no
29,self-employed,married,tertiary,no,242,yes,no,cellular,18,July,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,yes,no,telephone,14,July,3,-1,0,unknown,no
32,admin.,married,secondary,no,0,no,no,cellular,25,July,1,-1,0,unknown,no
34,management,single,tertiary,no,9,no,no,cellular,11,July,2,-1,0,unknown,no
35,services,married,secondary,no,377,no,yes,cellular,31,July,13,-1,0,unknown,no
38,management,single,tertiary,no,1515,yes,no,telephone,31,July,5,-1,0,unknown,no
47,admin.,married,secondary,no,3434,yes,yes,telephone,9,July,1,-1,0,unknown,no
42,technician,married,tertiary,no,1079,no,no,cellular,31,July,2,-1,0,unknown,no
42,management,married,tertiary,no,478,no,yes,cellular,8,July,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,428,no,yes,cellular,7,July,1,-1,0,unknown,no
35,technician,married,tertiary,no,108,yes,no,cellular,31,July,3,-1,0,unknown,no
32,admin.,married,secondary,no,205,no,no,cellular,18,July,3,-1,0,unknown,no
28,services,single,secondary,no,525,no,no,cellular,23,July,1,-1,0,unknown,no
43,entrepreneur,single,tertiary,no,42,no,no,cellular,7,July,1,-1,0,unknown,no
31,services,single,secondary,no,85,no,no,cellular,16,July,1,-1,0,unknown,no
26,technician,single,secondary,no,84,yes,no,cellular,29,July,3,-1,0,unknown,no
59,technician,married,primary,no,309,no,yes,cellular,29,July,5,-1,0,unknown,no
43,management,married,tertiary,no,-183,no,no,cellular,24,July,1,-1,0,unknown,no
27,management,married,tertiary,no,159,yes,no,cellular,25,July,2,-1,0,unknown,no
34,management,married,tertiary,no,11,yes,no,cellular,17,July,1,-1,0,unknown,no
35,services,married,secondary,no,0,yes,no,cellular,24,July,1,-1,0,unknown,no
42,admin.,married,secondary,no,947,no,no,cellular,30,July,2,-1,0,unknown,no
34,management,married,tertiary,no,557,yes,no,cellular,16,July,1,-1,0,unknown,no
36,technician,divorced,tertiary,no,119,no,no,cellular,23,July,8,-1,0,unknown,no
34,management,married,tertiary,no,13,yes,no,cellular,30,July,3,-1,0,unknown,no
37,management,married,tertiary,no,586,yes,no,cellular,11,July,2,-1,0,unknown,no
45,services,married,unknown,no,318,no,no,cellular,16,July,2,-1,0,unknown,no
26,blue-collar,married,primary,no,133,no,yes,cellular,25,July,3,-1,0,unknown,no
35,admin.,single,secondary,no,0,no,yes,cellular,7,July,1,-1,0,unknown,no
29,housemaid,married,primary,no,417,no,no,cellular,23,July,2,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,1859,yes,no,cellular,14,July,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,162,yes,no,cellular,15,July,3,-1,0,unknown,no
26,entrepreneur,married,tertiary,yes,144,no,yes,cellular,25,July,1,-1,0,unknown,no
31,admin.,married,secondary,no,3,yes,no,cellular,28,July,12,-1,0,unknown,no
35,blue-collar,married,tertiary,no,1016,yes,no,cellular,17,July,2,-1,0,unknown,no
58,retired,single,primary,no,999,no,no,cellular,25,July,6,-1,0,unknown,no
36,blue-collar,married,secondary,no,723,yes,no,cellular,31,July,2,-1,0,unknown,no
42,management,married,tertiary,no,199,yes,no,cellular,9,July,1,-1,0,unknown,no
40,services,married,secondary,no,1305,no,no,cellular,22,July,1,-1,0,unknown,no
36,unemployed,divorced,secondary,no,5,yes,no,cellular,8,July,1,-1,0,unknown,no
33,technician,divorced,secondary,no,522,no,yes,cellular,7,July,4,-1,0,unknown,no
42,housemaid,divorced,secondary,no,1406,yes,no,cellular,22,July,1,-1,0,unknown,no
52,management,married,tertiary,no,659,no,no,cellular,23,July,4,-1,0,unknown,no
53,technician,married,tertiary,no,673,yes,no,cellular,9,July,1,-1,0,unknown,no
31,services,married,secondary,no,395,no,no,cellular,25,July,3,-1,0,unknown,no
36,unemployed,divorced,primary,no,0,no,no,telephone,4,July,3,-1,0,unknown,no
46,admin.,married,secondary,no,-42,no,yes,telephone,28,July,12,-1,0,unknown,no
36,management,single,tertiary,no,4,yes,no,cellular,7,July,1,61,3,success,no
28,blue-collar,single,secondary,no,-193,no,no,cellular,18,July,7,-1,0,unknown,no
40,services,divorced,secondary,no,49,no,yes,cellular,18,July,1,-1,0,unknown,no
52,services,married,unknown,no,482,yes,yes,cellular,28,July,7,-1,0,unknown,no
51,blue-collar,married,unknown,no,41,yes,no,telephone,9,July,43,-1,0,unknown,no
39,management,married,tertiary,no,0,yes,yes,cellular,17,July,1,-1,0,unknown,no
43,management,divorced,tertiary,no,-410,no,yes,cellular,9,July,1,-1,0,unknown,no
28,admin.,married,secondary,no,5,yes,no,cellular,18,July,1,-1,0,unknown,no
27,services,single,tertiary,no,1501,yes,no,cellular,24,July,1,-1,0,unknown,no
58,management,married,tertiary,no,1318,no,no,cellular,16,July,1,179,5,failure,no
30,self-employed,single,secondary,no,192,no,no,cellular,22,July,1,-1,0,unknown,no
48,services,married,secondary,no,127,no,no,cellular,8,July,1,-1,0,unknown,no
33,technician,married,secondary,no,-74,yes,no,cellular,25,July,4,-1,0,unknown,no
34,technician,single,secondary,yes,103,yes,yes,cellular,24,July,1,-1,0,unknown,no
73,management,married,tertiary,no,1609,no,no,cellular,14,July,2,-1,0,unknown,yes
27,management,single,tertiary,no,2489,no,no,cellular,15,July,2,163,2,other,yes
33,services,married,primary,no,908,yes,yes,cellular,14,July,2,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,7752,yes,no,cellular,15,July,4,-1,0,unknown,no
60,retired,married,primary,no,566,no,yes,cellular,23,July,1,-1,0,unknown,no
49,technician,married,primary,no,486,no,no,telephone,7,July,5,-1,0,unknown,no
42,management,married,tertiary,no,2110,no,yes,cellular,31,July,2,-1,0,unknown,no
59,blue-collar,divorced,primary,no,989,no,no,cellular,20,July,2,-1,0,unknown,yes
39,management,married,secondary,no,363,yes,yes,cellular,17,July,1,-1,0,unknown,no
47,admin.,single,secondary,no,3531,yes,no,cellular,7,July,6,-1,0,unknown,no
50,self-employed,married,secondary,no,5312,no,no,cellular,23,July,3,-1,0,unknown,no
34,technician,single,tertiary,no,184,yes,no,cellular,30,July,3,-1,0,unknown,no
52,management,married,tertiary,no,4358,no,no,telephone,31,July,7,-1,0,unknown,no
28,admin.,married,secondary,no,157,yes,yes,cellular,28,July,2,-1,0,unknown,no
25,student,single,tertiary,no,58,no,no,cellular,24,July,5,-1,0,unknown,yes
34,blue-collar,single,primary,no,79,no,no,telephone,10,July,4,-1,0,unknown,yes
56,admin.,married,secondary,no,360,yes,yes,cellular,24,July,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,922,yes,no,telephone,8,July,1,-1,0,unknown,yes
28,management,single,tertiary,no,3796,no,no,cellular,8,July,2,-1,0,unknown,yes
49,technician,married,tertiary,no,80,no,no,cellular,17,July,1,-1,0,unknown,no
22,student,single,secondary,no,185,no,no,cellular,8,July,1,-1,0,unknown,yes
42,services,single,secondary,no,247,yes,no,cellular,31,July,2,-1,0,unknown,no
33,blue-collar,married,tertiary,no,870,no,yes,cellular,8,July,3,-1,0,unknown,no
54,self-employed,married,tertiary,no,368,no,no,telephone,31,July,4,-1,0,unknown,no
36,admin.,single,secondary,no,191,yes,no,cellular,25,July,7,-1,0,unknown,no
44,services,married,secondary,no,1335,yes,no,cellular,30,July,5,-1,0,unknown,no
50,technician,divorced,secondary,no,8016,no,no,cellular,17,July,4,-1,0,unknown,no
49,management,single,tertiary,no,151,yes,no,cellular,8,July,3,-1,0,unknown,yes
20,student,single,unknown,no,829,no,no,cellular,9,July,2,-1,0,unknown,yes
19,student,single,primary,no,103,no,no,cellular,10,July,2,-1,0,unknown,yes
58,unemployed,married,secondary,no,18,no,no,cellular,31,July,1,-1,0,unknown,no
40,technician,married,unknown,no,0,no,yes,cellular,7,July,1,-1,0,unknown,no
60,retired,married,primary,no,71,no,no,cellular,10,July,3,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,84,no,no,cellular,29,July,2,-1,0,unknown,no
28,management,single,tertiary,no,5474,no,no,cellular,28,July,5,-1,0,unknown,yes
34,admin.,married,secondary,no,430,yes,no,cellular,21,July,4,-1,0,unknown,no
46,blue-collar,married,secondary,no,922,no,yes,cellular,14,July,2,-1,0,unknown,no
45,technician,married,secondary,no,144,yes,yes,cellular,14,July,4,-1,0,unknown,no
36,management,single,tertiary,no,8,no,no,cellular,29,July,7,-1,0,unknown,no
34,management,married,secondary,no,1007,yes,no,cellular,21,July,2,-1,0,unknown,no
51,housemaid,married,primary,no,1337,no,no,telephone,30,July,6,-1,0,unknown,no
36,management,divorced,tertiary,no,14930,no,no,cellular,23,July,1,-1,0,unknown,no
53,self-employed,married,secondary,no,534,yes,no,cellular,29,July,4,-1,0,unknown,no
32,technician,married,tertiary,no,-1053,yes,no,cellular,21,July,3,-1,0,unknown,no
42,technician,divorced,secondary,no,1689,yes,no,cellular,31,July,2,-1,0,unknown,no
40,blue-collar,married,primary,no,1206,no,yes,telephone,16,July,5,-1,0,unknown,no
38,services,married,secondary,no,105,no,no,cellular,30,July,2,-1,0,unknown,no
27,management,single,secondary,no,35,no,no,cellular,4,July,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,0,yes,no,cellular,14,July,2,-1,0,unknown,no
48,unemployed,married,primary,no,608,no,no,cellular,30,July,2,-1,0,unknown,no
44,entrepreneur,single,unknown,no,323,no,no,cellular,28,July,2,181,2,failure,yes
47,housemaid,married,primary,no,0,yes,no,telephone,24,July,1,-1,0,unknown,no
28,management,single,secondary,no,-994,yes,yes,cellular,18,July,2,-1,0,unknown,no
40,technician,married,secondary,no,-496,no,no,telephone,28,July,2,-1,0,unknown,no
59,housemaid,married,tertiary,no,0,no,yes,cellular,29,July,2,-1,0,unknown,no
44,services,married,secondary,no,850,no,yes,cellular,16,July,5,-1,0,unknown,no
51,technician,married,secondary,no,1327,no,no,cellular,7,July,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,2924,no,no,cellular,31,July,2,-1,0,unknown,no
36,management,married,tertiary,no,-861,yes,yes,cellular,28,July,2,-1,0,unknown,no
33,technician,married,secondary,no,3071,yes,yes,cellular,21,July,1,-1,0,unknown,no
31,management,married,tertiary,no,256,yes,no,cellular,7,July,24,-1,0,unknown,no
56,retired,married,primary,no,152,yes,yes,cellular,30,July,7,-1,0,unknown,no
54,self-employed,married,secondary,no,203,yes,no,telephone,7,July,8,-1,0,unknown,no
34,blue-collar,married,unknown,no,568,yes,no,cellular,25,July,1,-1,0,unknown,no
49,services,married,secondary,no,280,yes,no,telephone,14,July,3,-1,0,unknown,no
29,blue-collar,married,primary,no,544,no,yes,cellular,21,July,4,-1,0,unknown,no
59,retired,married,primary,no,0,yes,no,cellular,28,July,4,-1,0,unknown,no
26,blue-collar,single,secondary,no,-84,yes,yes,cellular,29,July,5,-1,0,unknown,no
